,U00214,U12942,U12971,U14881,U14903,U14908,U14913,U14949,U14989,U15243,U15747,U15826,U15827,U15828,U15954,U15956,U15958,U15959,U15961,U15962,U15963,U15964,U15966,U15967,U15969,U15971,U15977,U16053,U16059,U16072,U16080,U16117,U16132,U16288,U16291,U16326,U16329,U16330,U16332,U16335,U16339,U16342,U16345,U16346,U16348,U16349,U16350,U16355,U16366,U16367,U16369,U16370,U16371,U16372,U16373,U16374,U16376,U16377,U16378,U16379,U16381,U16383,U16384,U16385,U16386,U16388,U16389,U16404,U16409,U16564,U16609,U16688
P69277,"1,000000","1,000000","0,666667","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","0,200000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,250000","1,000000","0,500000","0,500000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,666667","0,500000","0,000000","1,000000","0,000000"
P31170,"0,600000","1,000000","1,000000","0,500000","0,200000","0,500000","1,000000","0,250000","0,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,500000","0,333333","0,333333","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,500000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,000000","1,000000","0,000000"
P50327,"0,500000","0,500000","0,333333","0,333333","1,000000","0,166667","0,250000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,500000","0,500000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,250000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,111111","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,333333","0,333333","0,333333","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,333333","1,000000","0,500000","1,000000","0,250000","0,500000","0,500000","1,000000","0,000000","1,000000","0,000000"
P79784,"1,000000","0,500000","0,250000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","0,000000","1,000000","0,333333","1,000000","0,500000","0,750000","1,000000","1,000000","0,000000","0,250000","0,333333","0,500000","0,500000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,333333","0,500000","1,000000","0,500000","1,000000","0,500000","0,000000","1,000000","0,000000","0,500000","0,000000"
P78142,"1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,750000","1,000000","1,000000","0,000000","0,500000","0,333333","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,500000","0,333333","0,166667","1,000000","0,142857","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P39057,"1,000000","0,250000","0,500000","1,000000","0,142857","0,500000","0,250000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","0,500000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,200000","1,000000","0,500000","1,000000","1,000000","0,500000","0,000000","1,000000","0,200000","1,000000","1,000000","0,333333","0,333333","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P55622,"1,000000","0,500000","0,500000","0,333333","0,333333","0,500000","0,500000","0,333333","1,000000","0,500000","1,000000","0,500000","0,500000","0,142857","0,500000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,500000","0,333333","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,500000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","0,500000","0,500000","0,000000","1,000000","0,000000"
P67723,"1,000000","0,333333","0,250000","0,000000","1,000000","0,250000","0,142857","1,000000","0,200000","1,000000","1,000000","0,666667","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","0,500000","0,250000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,666667","0,500000","1,000000","1,000000","1,000000","0,500000","0,250000","1,000000","1,000000","0,250000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","0,666667","0,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P57548,"0,833333","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,250000","1,000000","1,000000","1,000000","0,125000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000"
P28754,"1,000000","1,000000","1,000000","0,500000","1,000000","0,125000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","0,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,500000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,500000","0,500000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P60816,"1,000000","1,000000","0,500000","0,000000","1,000000","0,750000","0,571429","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","0,333333","0,250000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,166667","1,000000","1,000000","0,500000","1,000000","0,500000","0,250000","0,500000","1,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,400000","1,000000","0,000000","0,666667","0,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P79817,"0,666667","0,500000","1,000000","1,000000","0,500000","0,250000","1,000000","0,500000","1,000000","0,142857","0,500000","1,000000","0,000000","0,500000","0,333333","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","0,200000","0,250000","0,200000","0,500000","0,500000","0,200000","1,000000","1,000000","0,500000","0,500000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","0,333333","0,250000","0,500000","0,125000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","0,500000","0,333333","1,000000","0,000000","0,500000","0,000000","0,500000","0,200000","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","0,250000","0,000000","1,000000","0,000000"
P90133,"1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,333333","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","0,111111","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P33839,"1,000000","0,500000","0,500000","1,000000","0,200000","0,333333","0,500000","0,333333","0,000000","1,000000","0,500000","1,000000","0,000000","0,500000","0,200000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","0,333333","1,000000","0,125000","0,333333","0,333333","0,400000","0,500000","1,000000","0,500000","0,500000","1,000000","0,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,333333","1,000000","1,000000","0,250000","0,500000","0,500000","0,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","1,000000","0,000000"
P29973,"1,000000","1,000000","1,000000","1,000000","0,062500","0,166667","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,666667","1,000000","1,000000","0,166667","0,333333","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P72484,"1,000000","0,200000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","0,000000","0,333333","0,250000","0,100000","1,000000","0,400000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","0,500000","0,000000","0,000000","1,000000","0,666667","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,250000","1,000000","0,500000","0,200000","0,000000","0,500000","0,250000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,500000","0,500000","0,333333","0,333333","0,250000","0,000000","1,000000","0,000000","1,000000","0,000000"
P19991,"1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","0,500000","1,000000","0,250000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,666667","0,250000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P80660,"1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,666667","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","0,500000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,333333","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000"
P58153,"1,000000","0,333333","0,500000","0,500000","0,200000","0,222222","0,500000","0,500000","0,000000","0,250000","0,500000","0,000000","0,000000","0,500000","1,000000","0,500000","0,500000","0,500000","0,500000","0,250000","0,000000","0,000000","0,500000","0,250000","0,250000","0,500000","0,333333","0,500000","0,333333","1,000000","0,500000","0,500000","1,000000","0,000000","0,000000","1,000000","0,333333","1,000000","1,000000","0,500000","0,000000","0,333333","0,333333","1,000000","0,222222","0,500000","1,000000","0,500000","0,500000","0,333333","0,000000","0,500000","0,500000","0,000000","0,500000","0,200000","1,000000","0,000000","0,500000","0,000000","0,200000","1,000000","0,500000","1,000000","0,166667","1,000000","0,333333","0,000000","1,000000","0,000000","0,333333","0,000000"
P24080,"0,666667","0,500000","0,500000","0,000000","0,200000","0,034483","1,000000","1,000000","0,000000","1,000000","0,125000","0,333333","0,000000","0,250000","0,500000","0,333333","0,250000","1,000000","0,500000","1,000000","0,000000","0,500000","0,111111","0,166667","1,000000","0,200000","0,333333","0,250000","0,500000","0,333333","0,500000","1,000000","0,000000","0,000000","0,000000","1,000000","0,333333","0,333333","1,000000","0,500000","0,125000","0,500000","0,333333","0,666667","0,500000","0,500000","0,333333","0,111111","0,500000","0,333333","0,000000","0,250000","0,250000","0,200000","0,333333","0,250000","1,000000","0,000000","0,333333","0,000000","0,500000","0,333333","1,000000","0,500000","0,500000","1,000000","0,200000","0,000000","0,200000","0,000000","1,000000","0,000000"
P34080,"1,000000","1,000000","1,000000","0,000000","0,333333","0,111111","0,333333","0,100000","0,000000","0,500000","1,000000","1,000000","0,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","0,200000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,200000","0,000000","0,000000","1,000000","0,250000","0,333333","1,000000","0,333333","0,500000","0,666667","1,000000","1,000000","1,000000","1,000000","0,250000","0,250000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,333333","1,000000","0,000000","0,333333","0,000000","1,000000","0,000000"
P35080,"1,000000","1,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","1,000000","0,333333","1,000000","0,250000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","0,000000","1,000000","1,000000","0,500000","0,500000","0,333333","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P61061,"0,500000","0,500000","1,000000","0,000000","0,142857","0,500000","0,333333","0,100000","0,000000","0,250000","0,500000","1,000000","0,000000","0,500000","0,333333","0,500000","1,000000","0,333333","1,000000","1,000000","0,500000","0,333333","0,250000","0,125000","1,000000","1,000000","0,333333","1,000000","0,333333","0,500000","1,000000","0,500000","0,333333","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","0,500000","0,500000","1,000000","0,333333","0,333333","1,000000","1,000000","0,000000","0,500000","0,333333","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,250000","1,000000","0,500000","0,500000","0,600000","1,000000","0,000000","0,500000","0,000000","0,333333","0,000000"
P38045,"1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,250000","0,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,333333","1,000000","1,000000","0,000000","0,500000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,333333","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,333333","0,000000","0,333333","0,000000","1,000000","0,000000"
P57846,"0,500000","1,000000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,500000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","0,666667","1,000000","1,000000","0,333333","0,500000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,000000","1,000000","0,333333","1,000000","0,333333","0,333333","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P73231,"0,500000","1,000000","1,000000","0,333333","1,000000","0,333333","1,000000","0,200000","0,000000","1,000000","0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","1,000000","0,250000","0,400000","0,500000","1,000000","0,333333","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","0,000000","1,000000","0,071429","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P57852,"0,500000","1,000000","0,250000","1,000000","1,000000","0,500000","1,000000","0,200000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,333333","0,500000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","0,500000","0,166667","1,000000","0,250000","0,500000","0,000000","1,000000","0,000000","1,000000","0,250000","1,000000","1,000000","0,500000","1,000000","0,500000","0,000000","1,000000","0,000000","1,000000","0,000000"
P96564,"0,333333","0,500000","0,200000","0,000000","0,166667","0,142857","0,666667","0,000000","0,000000","0,200000","1,000000","0,500000","0,000000","0,666667","1,000000","0,333333","1,000000","0,000000","1,000000","0,750000","0,000000","0,000000","0,142857","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,666667","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,000000","0,333333","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,200000","0,166667","0,500000","0,000000","0,100000","0,000000","1,000000","0,000000"
P65437,"1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,250000","0,000000","0,500000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,500000","0,500000","0,500000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,000000","1,000000","1,000000","0,333333","0,000000","1,000000","1,000000","0,500000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","0,000000","0,000000","1,000000","0,500000","0,500000","1,000000","0,333333","1,000000","0,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,333333","0,000000","1,000000","0,000000","0,000000","0,000000"
P22654,"1,000000","1,000000","1,000000","0,500000","0,250000","0,200000","0,200000","0,142857","0,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,250000","1,000000","0,000000","0,500000","0,666667","1,000000","0,166667","0,500000","1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,166667","0,000000","1,000000","0,250000","1,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,000000","0,250000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P57474,"1,000000","1,000000","1,000000","1,000000","0,250000","1,000000","0,333333","1,000000","0,000000","0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","0,500000","0,250000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,000000","0,200000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,125000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P35957,"0,100000","1,000000","0,500000","0,000000","0,000000","0,111111","0,142857","0,000000","0,000000","1,000000","0,333333","0,000000","0,000000","0,250000","0,000000","0,000000","0,333333","0,000000","0,000000","0,333333","0,000000","0,000000","0,200000","0,100000","0,000000","1,000000","0,200000","0,000000","0,000000","1,000000","0,000000","0,166667","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,333333","0,500000","0,000000","0,000000","1,000000","0,000000","0,000000","0,250000","0,333333","0,000000","0,250000","0,333333","0,000000","0,000000","0,000000","0,166667","0,333333","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,500000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000"
P77686,"1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,333333","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","0,166667","1,000000","0,500000","0,666667","1,000000","1,000000","1,000000","1,000000","0,400000","0,333333","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,200000","1,000000","1,000000","0,111111","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","0,000000","0,250000","1,000000","1,000000","0,500000","0,333333","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","0,500000","0,000000"
P96965,"0,500000","0,500000","1,000000","1,000000","1,000000","1,000000","1,000000","0,666667","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P42523,"1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,666667","0,000000","0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,500000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,333333","0,000000","1,000000","0,000000"
P51222,"1,000000","1,000000","1,000000","1,000000","1,000000","0,285714","0,250000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,333333","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,666667","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","0,000000","0,333333","1,000000","0,333333","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,500000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","1,000000","0,000000"
P35537,"1,000000","1,000000","1,000000","0,500000","0,333333","0,500000","1,000000","1,000000","0,000000","1,000000","1,000000","1,000000","0,000000","0,500000","0,500000","1,000000","0,500000","0,333333","1,000000","1,000000","0,000000","1,000000","0,500000","1,000000","0,250000","1,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,333333","1,000000","0,000000","1,000000","1,000000","0,200000","1,000000","1,000000","0,500000","1,000000","0,333333","0,333333","1,000000","0,500000","0,666667","1,000000","0,166667","1,000000","1,000000","0,000000","1,000000","1,000000","0,333333","1,000000","1,000000","1,000000","0,000000","0,500000","0,000000","0,500000","0,125000","1,000000","1,000000","0,500000","0,000000","0,333333","0,000000","0,333333","0,000000","1,000000","0,000000"
